rpm_mean,rpm_std,coolant_mean,coolant_max,speed_mean,throttle_mean,engine_load_mean,fuel_trim_mean,o2_var,battery_voltage_mean,label
1496.902664416535,157.47326174928412,93.2696422828508,101.53654621218783,149.39887899020968,45.59236468974578,29.56050944708234,-6.870697952886042,0.16432871501974963,14.234671003331375,VEHICLE_SPEED_CONTROL
1314.517209281841,109.91018263210097,102.38836176054306,100.79995993945181,43.58820046888851,32.00880928121953,24.518741179866765,5.393218617487962,0.09855245591754229,14.175558256589142,ESC
1510.501907306871,78.12075296867289,119.01500703621734,128.5498059479647,83.26190434168915,29.06525492605317,23.127030573044234,1.641992221113697,0.11045424494056072,13.740875062878164,ENGINE_COOLING
1892.3631211340553,77.61149249335143,111.92535875732808,118.58363269587335,72.21127977518569,45.61891148028606,33.58608691282708,-4.309073717213659,0.11939280828872904,13.919894057707317,ENGINE_COOLING
1425.8779853083706,78.1932982262062,96.21682520536885,99.91265820811643,33.13172238681739,44.983825657213266,14.016765201577437,20.86514539361335,0.11513337999656767,14.348949509922521,FUEL_PROPULSION
1628.981885523033,138.5330888614455,95.7486729821721,97.43788824722338,34.93893275744546,22.751364077921146,8.736508305533517,15.689626976239232,0.14917779365106215,13.650079990062249,FUEL_PROPULSION
1588.632629893295,220.34900395296944,94.7881361224716,96.89938213309738,56.01328861719755,29.958665399418756,15.642636161224646,9.879091251547058,0.12864933743172804,13.831892500700906,ENGINE
1946.5108273499268,151.6815927277608,92.23429835344344,101.57241087955332,81.62436551406586,21.65138924583459,33.73860173771151,-1.5218248273978625,0.16918440852102673,14.2889167234732,DIESEL
1284.8723574062199,22.258274839016494,90.25724046630833,90.87653002338791,35.74650769336766,51.288352406064035,31.79658726959918,20.211686559019245,0.2223607361857072,13.313999415712534,FUEL_SYSTEM
1250.7908485640144,168.88878040466207,97.8813708830929,98.58505547742801,55.67097207149343,31.56808398226803,13.775652306624053,-0.46570511253014873,0.11613806370011984,14.25658907515596,GASOLINE
1849.0985059853515,191.18542844756684,88.76730108942182,96.2216326746282,69.9963299443924,26.044931596736998,24.214794884810978,1.1404369490945239,0.13829876162105043,13.955207680362191,ESC
776.0907898737532,62.148148806474936,94.80187742032746,96.85214660171368,82.09714147087288,25.09095480141634,21.406725640613324,-0.1411691193440571,0.16555091282010345,13.78385688723104,HYBRID_PROPULSION
1831.3449441246146,23.157715554259614,99.49858237460587,104.11154962755242,18.70796239339462,38.187958447357445,32.176940742936736,5.875509525251278,0.09000418972606386,14.138961970338016,GASOLINE
1530.5667816492494,127.88975620467424,92.24403260298797,97.18165147115278,45.90717724307488,34.827597669238195,41.45095361837774,6.352743736913052,0.16803935437366713,13.74112137277288,DIESEL
1204.2486893307923,180.60302253952204,94.46994397008298,98.18424568677995,48.21892368389877,38.17725850178509,13.271670036339433,0.08388334819105743,0.10193304745163265,14.068575066788362,GASOLINE
1884.5841632692009,55.04915972254257,93.62858839997038,95.39291216507885,9.600972257195426,48.048472827831944,42.179594794637765,-0.5574990461252612,0.1703882273970553,13.700110768791983,STEERING
2347.309826864436,76.56701753534489,96.80379877546928,99.30106550778216,74.62746873720576,26.127365495541866,19.249706384737653,-5.984155504618284,0.1564776689001483,13.887540189311022,VEHICLE_SPEED_CONTROL
3391.546583268918,63.21884701790926,95.76386188380296,99.87101541961546,65.80602047712588,25.27228339426129,55.74967680279185,-6.111353235879518,0.13911816645216565,13.769282668498025,POWER_TRAIN
1465.4561065876196,107.96716253375904,96.09467447844122,101.4732115535472,55.933115391128446,20.70926334698942,16.767642987299602,-0.4286598422526514,0.1308106938637642,14.060814442565427,ENGINE_COOLING
1185.978176721143,130.1857728252069,92.2236260273872,95.87729511745835,89.36667018440762,43.798553680726684,24.887843531486116,-0.2459616815641165,0.10291801809768333,13.820590556491664,NORMAL
1549.3695511899382,204.28405526149226,94.49509692985188,100.32903002872162,50.93153410505124,38.21392622966582,22.050959276196785,10.799213917256964,0.10683689045278373,13.99424313223518,ENGINE
1348.745699656762,329.0782817393313,92.50671394653392,91.11759027766726,70.61655415709365,47.04356321793413,36.087045957745865,13.681148331192114,0.16292605372238492,14.4588917506787,ENGINE
1395.4357003439784,91.20923061608526,103.31051108624892,110.83186683324703,61.08612711862548,39.25793274106352,20.169343273878745,-4.210286679860951,0.0813277440089429,14.317431431289272,HYBRID_PROPULSION
1981.416436118175,204.3040092259537,93.90005358902098,101.7055298044456,64.10951037771197,41.391187969368566,24.229483522317523,-6.286429069873282,0.14631271804854293,13.806568156502406,ESC
1772.1036186722765,111.64547232025228,89.16340548830514,97.53853965391397,132.6056982123712,37.87706279142784,25.987745146957845,6.265344478438346,0.11672802250501178,13.8646608408914,VEHICLE_SPEED_CONTROL
2144.0593487358865,23.606944926927195,83.45900579715581,89.82734922780175,45.111369015801785,25.767817735071105,15.185893538875339,1.1678823707426373,0.16527472066481771,14.419916403197348,NORMAL
1819.9228840276176,245.02626619602492,94.45841542391575,102.26897945500276,59.03205147647487,33.953989748320055,24.91427070588616,15.717215776573987,0.15340542263699586,13.966552014966098,ENGINE
1349.29005450553,1.264720839601266,95.74499632124835,96.34789796099545,53.46123884778114,45.46711717714078,29.331714905769054,-3.267740806636585,0.09906818593703744,13.623835747293512,HYBRID_PROPULSION
1433.5867056665918,114.51728468169833,94.15188333162219,102.45062522455291,44.54863755009102,22.250449454284656,7.1394430848882795,-0.2373472277270455,0.11000831054515336,13.950533676614077,HYBRID_PROPULSION
1482.071839831345,36.66261707128009,87.1294652386758,86.88730378829634,62.6385092994468,30.40137101733831,19.47301927619375,4.341061822768738,0.08042710065576697,13.939761894521434,GASOLINE
1347.6736687591595,46.186654775905644,93.99254185684933,100.04403936543757,56.378794353635946,45.01396384495573,33.02731442559368,0.049116402409544846,0.12000393044595307,13.467064051131768,STEERING
1494.3750529568813,71.28630250387457,97.73462511380635,101.60596220923276,42.93192995557296,27.45219512296163,4.926923126884949,13.559132661335479,0.10699347944118962,13.723366262913379,FUEL_PROPULSION
1817.3662754319366,233.6966821902052,90.19516503962885,90.38798453439072,75.20474476109129,30.327720808803818,24.09522353025707,2.435577853177461,0.08556171515068116,13.759282693248588,TRACTION_CONTROL
1700.8735100799977,20.68499520833869,100.1043683703374,103.54350949046872,46.21032623868908,40.91238601831545,21.901057790230926,17.66488351109681,0.08032274462416474,13.728105712250413,FUEL_PROPULSION
1562.330164579389,98.24566265272799,89.82927480573855,95.44203214689195,70.17099918389738,28.386354884765133,15.399178340048703,-0.662352951146725,0.15328629415604256,14.317332725377668,SERVICE_BRAKES
1657.2409323685542,97.5706286992027,97.6612685628209,107.1004312107705,42.66228740088078,30.42943786527053,48.20746337008598,-2.4124761574834834,0.09321284832236565,14.059425126636137,DIESEL
1635.3961199894395,69.7740277381367,98.48788498881248,97.092581330256,49.658832360418465,30.993373692834492,22.558087256555034,-6.5003872204501105,0.12515720002282688,14.870399942595586,NORMAL
3010.881549612257,76.69607409601605,92.75498178244575,95.70827036380271,32.31332353877067,43.6766315027287,31.354993608890997,-0.8360094950613982,0.10812312091846148,13.654950038523747,POWER_TRAIN
1839.1925798528782,77.58532412716367,88.04333616606161,94.82510269296462,51.3585283091275,26.82695994008116,16.84035956236362,-1.4022694294812168,0.11196981369654885,13.893622625843621,NORMAL
1652.9436520474198,271.88893927215537,92.56076149429757,97.43206506110221,43.75139492818983,19.33684290096619,9.00705395936588,-3.156396980063897,0.1661606920194107,14.062777272906098,TRACTION_CONTROL
2067.169847016158,7.312560093671722,94.35470035687953,93.80400952307765,90.47195120224991,24.774437831284278,10.203819688546682,-4.920496643368037,0.0896359568306467,13.697355903027145,SERVICE_BRAKES
1449.6536093911366,119.10192166810754,94.3766805630718,98.94495552238031,68.05759683490066,28.76110244925562,11.813519594210616,1.6966225413964624,0.12273456747146531,14.19600764201982,ESC
1338.3152159507645,111.4381072383375,97.50935750229115,100.75018133395966,123.63370889144963,39.05838152026236,23.332983255242425,-0.8476348072954774,0.11194781728457402,13.448089985103381,VEHICLE_SPEED_CONTROL
997.9906608077374,101.16995870013356,100.06353085215584,100.36421254554406,66.27227254879587,26.419050408311172,11.497285812900499,-2.112323412200277,0.14819940653540611,11.904122075661085,ELECTRICAL_SYSTEM
1855.1301543658785,180.5440520096566,93.6829680811591,95.00542463940567,57.237189783288834,29.191164695679873,29.624335098364174,-5.442685623564067,0.17535517678872936,14.075975896205438,ESC
3036.027721133613,32.377519848341144,103.10907954683417,102.37804118018303,32.029748832317175,44.985409990705485,46.881821970604996,-3.6944995108348144,0.1374393241096685,14.19334115594253,POWER_TRAIN
3799.158765313831,87.11796773415249,97.31270532385695,102.83182558645717,72.66861715454638,45.0083875559104,63.854346126513825,-1.999077090272759,0.08412929352641058,14.061033591139651,POWER_TRAIN
2049.3168863960577,59.782816130818425,91.45214535499427,94.73360819175679,127.15541873102467,42.75321386372733,20.234490225803242,-1.641575185135067,0.09911567420472515,14.165415975665127,VEHICLE_SPEED_CONTROL
1375.6456783637766,98.2809248214517,102.26403700565682,103.78134844464536,61.368448088891434,35.28718581780375,36.75210603597535,7.79339285742757,0.10713628842711598,13.750881305885196,STEERING
1356.343968487586,281.129630271193,98.4726641722457,103.01595311915345,65.83353427132253,30.513543067388238,21.36722439711252,4.4538095902921295,0.1781812335878832,14.218173563590593,ENGINE
